text,label,label_text
"A 79-year-old man with ischemic heart disease, chronic atrial fibrillation, chronic renal failure, hypothyroidism, and gout arthritis was hospitalized because of fatigue, myalgia, and leg weakness, shortly after starting treatment with colchicine.",1,Related
Case report: role of granulocyte colony stimulating factor in radiotherapy.,0,Not-Related
"For this reason, olanzapine was considered strongly associated with this patient's apparent NMS episode.",0,Not-Related
Alopecia areata universalis after phenobarbital-induced anti-convulsant hypersensitivity syndrome.,0,Not-Related
"When the therapy was discontinued, the frequency and amplitude of the myoclonus increased, and synchronous and weak myoclonus also was observed in the left abdomen.",0,Not-Related
Fatal digoxin poisoning: an unsuccessful resuscitation with use of digoxin-immune Fab.,1,Related
We describe a patient with extranodal non-Hodgkin lymphoma who developed systemic candidiasis after treatment with a cyclophosphamide-based chemotherapy regimen.,1,Related
"We conclude that after an accidental overdose in this patient, body TCA disappearance was strongly prolonged due to a very slow (absorption) half-life of the drug in comparison to a therapeutic dose.",0,Not-Related
This toxic effect was attributed to lomustine and was not seen in patients treated with carmustine alone.,0,Not-Related
'Spontaneous' hypertensive episodes with monoamine oxidase inhibitors.,0,Not-Related
"Five hours later he developed a dramatic hypersensitivity reaction including high fever, pulmonary edema, cyanosis, and convulsions.",0,Not-Related
"Salicylate intoxication was excluded, and theophylline was finally incriminated.",1,Related
Triazolam-induced nocturnal bingeing with amnesia.,1,Related
The possibility of severe rhabdomyolysis should be considered in a patient with water intoxication due to massive ingestion of caffeine-containing beverages.,1,Related
"Gemcitabine, a nucleotide analog, recently was implicated in several cases.",0,Not-Related
"Based on these findings, the patient was diagnosed with DRESS/DIHS caused by zonisamide.",0,Not-Related
A case report with comment on the toxicity of mebendazole.,0,Not-Related
Antiepileptic drug hypersensitivity syndrome: in vitro and clinical observations.,0,Not-Related
A case of severe hyperlipidemia caused by long-term tube feedings.,0,Not-Related
We report the first case of chlorambucil-induced DRESS syndrome in a 70-year-old man recently diagnosed with chronic lymphocytic leukaemia.,1,Related
"A scan of fetal neck region is recommended in patients with current or previous history of thyroid disease, or if neck extension is noted on routine examination of fetal spine.",0,Not-Related
Long lasting recurrent familiar transient global amnesia after betablocker treatment withdrawal: case report.,0,Not-Related
"Although cortisol has a distinct circadian rhythm, patients with adrenal insufficiency usually receive diurnal hydrocortisone replacement therapy (HRT), disregarding possible consequences for sleep quality.",0,Not-Related
Epidural spinal lipomatosis with acute onset of paraplegia in an HIV-positive patient treated with corticosteroids and protease inhibitor: case report.,0,Not-Related
The following is a case report of a 32-year-old man who experienced refractory bronchospasm upon emergence from general anesthesia.,0,Not-Related
Patients with PS-1 AD may be at substantially increased risk of neuroleptic-induced EPS.,0,Not-Related
Staphylococcal pyomyositis in a patient with non-Hodgkin's lymphoma.,0,Not-Related
Ichthyosiform erythrodermas and the 'half-baby syndrome' treated with an aromatic retinoid.,0,Not-Related
"Recently, we have employed fibrin glue as a vehicle for the sustained release of ACNU (nimustine hydrochloride) by spray application following subtotal tumor removal in two patients with recurrent malignant gliomas.",0,Not-Related
"OBJECTIVE: To determine the prevalence of severe infections in patients with rheumatoid arthritis (RA) prescribed leflunomide in North Canterbury, New Zealand.",0,Not-Related
Thrombotic microangiopathy in association with cytomegalovirus infection in a renal transplant patient: a new treatment strategy.,0,Not-Related
"Fever and maculopapular rashes appeared at 10 days after phenytoin initiation, and then the drug was discontinued.",1,Related
"DESIGN: We reviewed the medical records of four patients, who were seen by us between July 2000 and February 2004 for sudden onset of a central neurological syndrome within days of intrathecal MTX.",1,Related
Symptoms and laboratory findings improved after zafirlukast was removed.,0,Not-Related
Chemotherapy induced reversible posterior leukoencephalopathy syndrome.,0,Not-Related
"Although lung specimens were lacking from these three patients, it is suggested that the pulmonary toxicity of CCNU may be dose-related.",1,Related
Massive subchorionic hematomas following thrombolytic therapy in pregnancy.,0,Not-Related
METHODS: We queried 35 rheumatologists at the Robert Breck Brigham Arthritis Center to determine if weight loss had occurred as an adverse event in patients treated with leflunomide between November 1998 and January 2000.,1,Related
It is suggested that the fatal stroke may have resulted from arterial spasm caused by ergotamine overdosage and possibly complicated by thrombosis.,1,Related
This report describes SIADH that developed in an elderly woman with single dermatomal herpes varicella zoster ophthalmicus without evidence of varicella zoster encephalitis or dissemination.,0,Not-Related
A pure osteogenic sarcoma of endometrial stromal origin developed in a 28-year-old woman with gonadal dysgenesis (Turner's syndrome) who had received estrogens for 18 years.,0,Not-Related
"DISCUSSION: Patients with 5-FU-induced ectropion experience tender, red, scaled lids, making contact lens wear difficult.",1,Related
"A brief discussion of thyroid myopathy, thionamide drug reactions, and polymyositis is included.",0,Not-Related
Cardiovascular deterioration after seizures in tricyclic overdose has long been suspected.,0,Not-Related
We describe a patient who developed intractable chronic vulval ulceration that we believe was related to immune reconstitution following treatment of HIV infection with highly active antiretroviral treatment (HAART).,0,Not-Related
A 2-day-old newborn was treated with tolazoline for persistent pulmonary hypertension due to meconium aspiration syndrome.,0,Not-Related
"A patient with torsade de pointes risk factors (female sex, advanced age, extreme bradycardia and renal failure) who developed the condition on the fourth day of 400 mg/day of oral moxifloxacin treatment is presented.",0,Not-Related
"In the seven patients, the mean plasma concentration of carbamazepine, but not of carbamazepine-10,11-epoxide, after clarithromycin coadministration was significantly (p < 0.01) higher than those at 1 and 4 weeks after its discontinuation.",0,Not-Related
Here we describe two cases in postpneumonectomy patients in which expandable esophageal stent placement resulted in respiratory compromise requiring reintervention due to airway compression.,0,Not-Related
Superior sagittal sinus thrombosis associated with Evans' syndrome of haemolytic anaemia.,0,Not-Related
A 52-year-old man with neither congenital heart disease nor history of drug abuse had a spiking fever after dental treatment and was diagnosed with pneumonia at a local clinic.,0,Not-Related
The acyclovir levels measured by radioimmunoassay were related to the level of consciousness.,0,Not-Related
"In addition to disease refractoriness, rare instances of disease progression from chronic phase to blast crisis during imatinib therapy have recently been anecdotally reported.",1,Related
"Mycophenolate mofetil is a non-nephrotoxic alternative which should be considered to rescue cyclosporine-dependent, severe myasthenia gravis sufferers with renal impairment from progression to end-stage renal failure.",0,Not-Related
"""Retinoic acid syndrome"" was prevented with short-time treatment of high dose (4 x 1.5 g/m2) cytarabine.",0,Not-Related
A water deprivation test demonstrated a nephrogenic diabetes insipidus.,0,Not-Related
"Although the data indicate an immune-complex cause for gold-salt nephropathy, the incident antigen (or antigens) and mechanism of action remain unidentified.",1,Related
Post-influenza vaccine chronic inflammatory demyelinating polyneuropathy.,0,Not-Related
We present the first case of osteomyelitis in a patient receiving infliximab therapy for severe psoriasis and psoriatic arthritis.,0,Not-Related
"In previous reports, three of four patients with TSHoma displayed Graves' disease after tumor resection, and TSH is also known to play a major role in regulating immunomodulatory gene expression in thyrocytes.",0,Not-Related
"After five and six weeks of continuous oral administration of methylprednisolone, the boys developed steroid diabetes.",1,Related
There is no consensus on the treatment of ticlopidine-induced marrow aplasia.,1,Related
"Subcutaneous IL-2 is safe and well tolerated, with a mortality rate <3%.",1,Related
"However, prolongation of 5-FU half-life and an increase in INR have been reported with the concurrent use of 5-FU and warfarin.",1,Related
The TC occurred in the absence of hyperparathyroidism or a high calcium x phosphate product as evidenced by hormonal and biochemical examination as well as by a bone biopsy specimen that revealed an adynamic bone disease with significant aluminum staining.,0,Not-Related
"Diphenhydramine, a common ingredient in over-the-counter medications, is often taken in overdose.",0,Not-Related
"CONCLUSIONS: When central nervous system findings are observed in renal transplant recipients, nocardial brain abscess must be considered in the differential diagnosis.",0,Not-Related
Class effect of erythropoietin therapy on hemoglobin A(1c) in a patient with diabetes mellitus and chronic kidney disease not undergoing hemodialysis.,0,Not-Related
Hepatitis B virus reactivation in a patient undergoing steroid-free chemotherapy.,0,Not-Related
"With the use of the newer antidepressants beyond the traditional tricyclics and monoamine oxidase inhibitors, newer options in headache prophylaxis are provided as well as the potential for undesirable and even potentially life-threatening interactions between medications.",0,Not-Related
Nimesulide should be added to the list of agents associated with this serious adverse drug reaction.,0,Not-Related
A 19-year-old woman was admitted with acute severe asthma in her eleventh week of pregnancy.,0,Not-Related
"Cancer patients with decreased DPD activity are at increased risk for severe toxicity including diarrhea, stomatitis, mucositis, myelosuppression, neurotoxicity, and, in some cases, death.",0,Not-Related
"He was transferred when he developed pancytopenia, fever, severe mucositis, ileus and peripheral neuropathy.",0,Not-Related
"The paper discusses the imputability of benfluorex, a drug used as an adjuvant in hypercholesterolemia, structurally related to amphetamines.",0,Not-Related
"We describe the clinical response, as determined by increases in total Hb and decreased transfusion needs, in five patients with thalassemia intermedia treated with HU alone or in combination with SPB.",1,Related
Some patients develop hypersensitivity rash in response to HCQ.,1,Related
"To our knowledge, this case report represents only the third description of laxative-induced TEN.",0,Not-Related
"We describe 2 patients with severe erosive rheumatoid arthritis and rheumatoid vasculitis, respectively, in whom infliximab therapy was associated with peripheral neuropathy due to necrotizing vasculitis in one patient and to progression of preexisting mononeuritis multiplex in the other.",1,Related
Diabetic symptoms dominated the clinical presentation but there was no tendency towards diabetic ketoacidosis.,0,Not-Related
"Mineral oil, a hydrocarbon, may not elicit a normal protective cough reflex and may impair mucociliary transport.",1,Related
The increasing number of Latinos in the United States and the extensive cross-border transfer of medicines raise concerns that metamizole use and associated complications may become more frequent.,0,Not-Related
A search of the United States Food and Drug Administration's Adverse Event Reporting System identified nine cases of oxcarbazepine-associated angioedema in pediatric patients aged 16 years and younger.,1,Related
"In this case, discontinuing piroxicam, a nonsteroidal anti-inflammatory drug, and starting a palliative treatment plan helped resolve a patient's ulcers.",1,Related
Allergy to cloxacillin with normal tolerance to amoxicillin and cefuroxime.,1,Related
"Median performance status (SWOG) was 2 (1 to 3), and clinical presentations included nephrotic syndrome (n = 1), symptomatic cardiomyopathy (n = 1), gastrointestinal involvement with polyneuropathy (n = 2), and hepatomegaly (n = 1).",0,Not-Related
We hypothesize that decreased renal elimination of MTX induced by the COX-2 inhibitor resulted in enhanced hematopoietic toxicity and immunosuppression causing the EBV-associated lymphoproliferative disease.,1,Related
CONCLUSION: Although BCG is considered a very effective treatment; consensus exists that not every patient with superficial bladder cancer should be treated with BCG due to its increased risk of toxicity.,0,Not-Related
CONCLUSION: We conclude that stanozolol is a safe and effective treatment of the cutaneous manifestations of cryofibrinogenemia.,0,Not-Related
"We present a unique case of extensive BRONJ involving the maxilla, sinuses, and skull base, complicated by sinusitis and an intracranial abscess.",0,Not-Related
"In this report we present four patients treated with a combination of different psychotropic drugs, in whom asterixis was triggered either by adding carbamazepine (CBZ) to a treatment regimen, or by increasing its dosage.",1,Related
This case report describes two patients with acute obstetric disseminated intravascular coagulation in whom the use of heparin resulted in marked clinical improvement.,0,Not-Related
A maculopapular rash and a fever developed 2 weeks later.,0,Not-Related
Only few reports exist on iodine-induced hypothyroidism after a single injection of the iodized radiopaque dye Lipiodol.,0,Not-Related
One plausible explanation is HSV reactivation secondary to localized immunosuppression from corticosteroid injection.,0,Not-Related
CONCLUSION: It is critical that oncologists remember that the theoretical benefits of available anti-neoplastic interventions must be carefully and constantly weighted against the potential harm they may cause.,0,Not-Related
Two cases of toxic reaction to lithium carbonate are reported.,0,Not-Related
The clinical and allergologic features of this case strongly suggest type IV hypersensitivity.,0,Not-Related
Induction of glycosuria and hyperglycemia by topical corticosteroid therapy.,0,Not-Related
"Excluding other causes, Pentasa-associated pancytopenia was considered.",1,Related
One patient required urgent liver transplantation for fulminant hepatic failure after the brief use of black cohosh.,0,Not-Related
PURPOSE: To report a case of traumatic flap dehiscence and Enterobacter keratitis 34 months after LASIK.,1,Related
"Despite surgery and combination therapy with voriconazole, caspofungin, and terbinafine, the patient died 8 months after transplantation.",0,Not-Related
This case illustrates the potential decoupling of PSA response from disease status in flutamide withdrawal.,1,Related
"New onset diabetes mellitus (DM) and diabetic ketoacidosis (DKA) among patients using atypical antipsychotics is of clinical importance [1,2,5,7-10].",0,Not-Related
"Although myelosuppression is mild, immunosuppression and superinfection are potential hazards of treatment with DCF.",1,Related
Hypoglycemia induced by long-acting somatostatin analogues in a patient with nonfunctional neuroendocrine tumor.,1,Related
"Rebound headache after withdrawal of ergot alkaloids may lead to self-medication and overdosage, with subsequent risk of ergotism.",0,Not-Related
Reversible valproate hepatotoxicity due to mutations in mitochondrial DNA polymerase gamma (POLG1).,0,Not-Related
"Pharmacotherapy with tricyclic antidepressants, anticonvulsants, tramadol and traditional analgesics had failed, primarily due to adverse drug effects, particularly sedation, dizziness and nausea.",0,Not-Related
"The major features of akinetic-rigid syndromes are bradykinesia (small, slow movements), rigidity and tremor, often summarised as ""parkinsonism"".",0,Not-Related
Treatment of caffeine toxicity with esmolol.,0,Not-Related
The conditions of three children with dermatomyositis and one child with polymyositis were treated for nine to 31 months with combined prednisone and intravenous methotrexate (1 mg/kg/wk) when prednisone alone was ineffective in controlling the disease or when there were substantial steroid-related toxic effects.,0,Not-Related
The clinical findings and laboratory studies suggested an autoimmune cell-mediated hypersensitivity reaction triggered by phenobarbital.,1,Related
"In 1993, a case of PI with nephrotic syndrome following steroid treatment was reported in Japan.",0,Not-Related
OBJECTIVE: To report a case of angioedema associated with losartan administration.,1,Related
"Both patients deteriorated during treatment with propranolol, and became asymptomatic during treatment with verapamil with normal graded exercise tests.",0,Not-Related
Acute non-lymphocytic leukemia occurred in eight women following long-term treatment with Treosulfan (= dihydroxybusulfan) for ovarian carcinoma.,1,Related
"RESULTS: The panuveitis and retinal periphlebitis began to resolve within one week; however, ten days after the last corticosteroid dose, the patient was hospitalized with the diagnosis of cerebral venous thrombosis.",0,Not-Related
A pulmonary embolus and hepatic and renal infarcts were then found.,0,Not-Related
We also discuss the possible contribution of altered cerebrospinal fluid dynamics in the development of leukoencephalopathy.,0,Not-Related
Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy (APECED) is an inherited disease which may comprise many endocrine and non-endocrine components.,0,Not-Related
Whether the drug is unmasking latent autoimmune hepatitis is unclear.,0,Not-Related
"The dog developed generalized lower motor neuron paralysis, with generalized hyperesthesia, myoglobinuria, and high serum muscle enzyme activities.",0,Not-Related
The above-mentioned second malignancy is one of the late sequelae of platinum-based chemoradiation.,0,Not-Related
The pharmacokinetics of oral 6-mercaptopurine (6MP) was assessed in 20 children with acute lymphoblastic leukemia during maintenance therapy.,0,Not-Related
Case report: colonic stricture and fibrosis associated with high-strength pancreatic enzymes in a child with cystic fibrosis.,0,Not-Related
Ulcer became worse after tobramycin and gentamycin treatment for 2 days.,1,Related
"We encountered two cases of macular infarction that occurred after vitrectomy performed for mild endophthalmitis, which, on culture, yielded Staphylococcus epidermidis.",0,Not-Related
"The patient responded to gluten restriction, as shown by resolution of jejunal abnormalities and skin lesions and subsequently by recurrence of jejunal abnormalities and skin lesions with reinstitution of a gluten-containing diet.",0,Not-Related
Amoebic disease precipitated by corticosteroids prescribed for tuberculous pleural effusions.,0,Not-Related
Herpes simplex keratitis in renal transplant recipients.,0,Not-Related
"Prothrombin complex concentrates (PCCs) and, more recently, activated prothrombin complex concentrates (APCCs), are widely used for the treatment of active bleeding in haemophiliacs with inhibitors.",0,Not-Related
"It has been associated with phenytoin, cyclosporine, and calcium channel blocking agents.",0,Not-Related
CONCLUSIONS: Colchicine-induced myopathy should be excluded in patients with FMF who present with generalized muscle weakness.,1,Related
He had also developed elevated serum ammonia levels while on valproic acid.,1,Related
All the data suggested that the antibiotic was responsible for the deterioration in renal function.,0,Not-Related
"Aminoglutethimide was discontinued until completion of radiotherapy, and the rash resolved.",1,Related
"To our knowledge, this case is the first published report of levofloxacin-induced TEN.",1,Related
"This is the second report to describe such findings, which are attributed to damage of the inferior division of the third cranial nerve secondary to manipulation of adjacent ethmoid tissues.",0,Not-Related
Acute coronary vasospasm during thoracic spine surgery.,0,Not-Related
"The possible causes included underlying artherosclerosis, the use of pneumatic tourniquet, surgical manipulation, and arterial spasm.",0,Not-Related
Adverse reaction to prednisone in a patient with systemic lupus erythematosus.,0,Not-Related
"New observations, including CT scan findings and experience with treatment by praziquantel.",0,Not-Related
CONCLUSIONS: We report the association of postoperative chylothorax treated with somatostatin analog (octreotide) and necrotizing enterocolitis in an infant following aortic coarctation repair.,0,Not-Related
CONCLUSIONS: Anti-TNFalpha antibodies appeared in this case to improve TPN-related cholestasis.,0,Not-Related
"It should be emphasized that the recurrence of nephrotic syndrome was observed after the following chemotherapy, including M-CSF, whereas the bone marrow still remained completely remitted.",1,Related
The drug combination resulted in persistently elevated urinary Histoplasma antigen levels and subtherapeutic plasma itraconazole concentrations.,0,Not-Related
We suggest that itraconazole should be added to the list of drugs that may be responsible for a drug-induced vanishing bile duct syndrome.,1,Related
"While the patient had evidence of underlying kidney disease, the timing of his renal failure indicates that TDF played a central role.",0,Not-Related
"He had an immediate hypersensitivity reaction during the initiation of the MTX infusion with diffuse urticaria, facial swelling, cough, and chest tightness.",1,Related
Patients from endemic areas referred to transplant centers may be at high risk for disseminated histoplasmosis when treated with long-term prednisone for graft-versus-host disease.,1,Related
In this study a case of BP which was difficult to control with systemic steroids was successfully treated with mycophenolate mofetil as adjuvant therapy.,0,Not-Related
"We report a case of intracardiac thrombus in a patient supported by the Jarvik 2000 Flowmaker successfully treated with a single dose of peripherally administered TNK-tissue plasminogen activator (Tenecteplase, Metalyse, Boehringer Ingelheim).",0,Not-Related
"Our experience supports its efficacy in this setting, and to the best of our knowledge this is the first report of successful treatment of cutaneous warts with IV Cidofovir in a pediatric case.",0,Not-Related
We describe rupture of a cerebral arterial aneurysm in a 32 year old hypertensive woman following the introduction of nifedipine treatment.,1,Related
Mucormycosis peritonitis: more than 2 years of disease-free follow-up after posaconazole salvage therapy after failure of liposomal amphotericin B.,0,Not-Related
Occurrence in mycosis fungoides treated with psoralens plus long-wave ultraviolet radiation.,0,Not-Related
The excessive accumulation of copper in many tissues illustrates the potential danger of parenteral copper therapy.,0,Not-Related
"Moreover, the disease invariably recurs in the graft kidney and causes graft failure.",0,Not-Related
Apomorphine-induced erections in PD are probably more common than previously thought.,0,Not-Related
"The ophthalmological examination was normal, except for extensive bilateral maculopathy with shining crystalline deposits, central and peripheral visual field defects, slightly affected scotopic and photopic potentials in the flash-ERG, and an abnormal m-ERG.",0,Not-Related
"Two patients with imminent gangrene of the extremities caused by ergot-induced arteriospasm underwent mechanical dilatation of the arteries when conventional measures such as anticoagulation, vasodilation, and sympathetic blockade produced no improvement.",1,Related
"Three days later, he presented with evidence of massive deep haemorrhage to the point of airway compromise.",0,Not-Related
She had been on Copaxone 20 mg/day treatment for 2 years when she first exhibited gastrointestinal symptoms.,1,Related
We believe that ritonavir-mediated induction of VPA glucuronidation resulted in a decrease in VPA concentrations and efficacy.,0,Not-Related
Intravesical formalin instillation has been performed in a patient with massive bladder hemorrhage secondary to radiation cystitis.,0,Not-Related
"Since imiquimod induces large amounts of type I interferon production from TLR7-expressing plasmacytoid dendritic cell precursors (PDCs), the natural interferon-producing cells of the peripheral blood, we asked whether PDCs are present in psoriatic skin.",1,Related
Case study on drug-related adverse effects of hepatitis C therapy.,0,Not-Related
Acne fulminans and 13-cis-retinoic acid.,0,Not-Related
"We describe a renal transplant recipient infected with Pneumocystis carinii pneumonia (PCP) who developed hypercalcemia, elevated 1,25-dihydroxyvitamin D, and suppressed parathyroid hormone levels.",0,Not-Related
The authors report on two patients with corneal ulcers refractory to conventional treatment while the patients were undergoing oral colchicine therapy.,1,Related
In this report two patients presenting with rippling muscles followed by myasthenia gravis are described.,0,Not-Related
"Porphyria cutanea tarda, a metabolic disorder of heme biosynthesis, is characterized by cutaneous hyperpigmentation, facial hypertrichosis, dark urine, and a distinctive pattern of excess porphyrin production.",0,Not-Related
Ferrous sulfate-induced increase in requirement for thyroxine in a patient with primary hypothyroidism.,0,Not-Related
Treatment of leukemia relapse after bone marrow transplantation with interferon-alpha and interleukin 2.,0,Not-Related
"After three weeks of carbamazepine therapy, the patient arrived at the emergency department (ED) with severe agitation and aggressive behavior.",1,Related
Diffusion-weighted MRI (DWI) may help to distinguish between ischemic stroke and chemotherapy-related leukoencephalopathy.,0,Not-Related
Visual fields and tiagabine: a quandary.,0,Not-Related
"A 2-year-old boy with type I diabetes mellitus was admitted due to a coma caused by cerebral oedema and was successfully treated for his neurological condition but presented on the tenth day after admission with fever of 40 degrees C, agitation, restlessness, lack of appetite, somnolence and fatigue.",0,Not-Related
"Concomitant administration of estradiol resulted in a reduction in serum alanine aminotransferase and ferritin levels and hepatic iron concentration and staining after 2 years of estrogen therapy, although interferon therapy was withdrawn because of adverse effects.",0,Not-Related
Physical examination findings were consistent with congestive heart failure.,0,Not-Related
These novel findings may offer specific therapeutic targets in the treatment of BCNU-associated pulmonary fibrosis.,1,Related
The manner of death was determined to be accidental.,0,Not-Related
Iodine-induced hypothyroidism and goiter following lipiodolTM lymphography.,0,Not-Related
"Two patients were found not to be sensitive and started on aspirin, the other had a classic asthmatic reaction to the drug and was successfully desensitized to aspirin allowing for its use.",0,Not-Related
Pulmonary embolism associated with protein C deficiency and abuse of anabolic-androgen steroids.,0,Not-Related
"In both cases propofol was used in bolus doses, and is thought to be the probable factor for its development.",0,Not-Related
Eleven patients presented with congenital hydrocephalus (including 5 with myelomeningocele and 3 with posthemorrhagic hydrocephalus) and 4 with hydrocephalus secondary to central nervous system (CNS) tumors.,0,Not-Related
The congenital ichthyosiform erythrodermas have become readily treatable with an aromatic retinoid.,0,Not-Related
CONCLUSIONS: Fixed drug rash induced by methylphenidate is a possible but rare phenomenon.,1,Related
"However, the amount of prednisone required to maintain normotension resulted in Cushingoid features and has been discontinued.",1,Related
"The patient was found comatose and experienced repeated generalized tonic-clonic seizures, aspiration with subsequent pneumonia, hypotension, and an increase in PR interval.",0,Not-Related
"This case raises important questions about non-ketotic, hyperosmolar diabetic coma with antipsychotics, the possible association between hyperglycaemia and hyperthermia, and the direction of causality in this, the recognition of either syndrome when they co-exist and management issues in such patients.",0,Not-Related
"CONCLUSION: While thrombosis has been reported with GnRH-a therapy in men with prostate cancer, its association with treatment in this benign case may have been a consequence of the massive tumor size.",1,Related
A 34-year-old woman with a left ovarian cyst (clinically diagnosed as endometrial cyst) was treated with 400 mg of danazol per day.,0,Not-Related
Adverse effects of combined propranolol and chlorpromazine therapy.,0,Not-Related
Successful treatment with tocainide of recessive generalized congenital myotonia.,0,Not-Related
We conclude that one should be cautious when treating patients with systemic lupus erythematosus and pre-existing renal disease with cyclosporine A especially when tubulointerstitial abnormalities are present and/or other nephrotoxic drugs are used.,0,Not-Related
Intraventricular vancomycin-induced cerebrospinal fluid eosinophilia: report of two patients.,1,Related
"However, it would be emphasized that the side-effects of the drugs could be considered as one of the etiologica factors causing the glial abnormality.",0,Not-Related
"This patient, who also had an abdominal aortic aneurysm, survived, on discontinuation of her anticoagulant therapy.",0,Not-Related
"Extrapyramidal side effects induced by some selective serotonin reuptake inhibitors (SSRIs), i.e. fluoxetine and sertraline, have been previously reported in patients with depression and obsessive-compulsive disorder (OCD).",1,Related
Lower extremity arterial thrombosis following sonographically guided thrombin injection of a femoral pseudoaneurysm.,1,Related
"This reaction is most commonly explained as an adverse effect of numerous medications, such as dopamine receptor blocking agents or neuroleptic medications and traditional antipsychotic or antiemetic drugs, such as prochlorperazine or metoclopramide.",0,Not-Related
Elevation of serum creatine kinase during treatment with antithyroid drugs in patients with hyperthyroidism due to Graves disease.,0,Not-Related
"RESULTS: The ratios of alpha(1)-adrenoceptor occupancy by endogenous norepinephrine during the treatment with milnacipran, fluvoxamine and imipramine to that without drug were estimated to be 7.13, 1.00 and 4.12, respectively.",0,Not-Related
A 10-year-old girl was diagnosed with astrocytoma grade 2.,0,Not-Related
"Because the patient did not mention the cosmetic intervention, the diagnosis of polyacrylamide gel-induced granuloma was complicated.",0,Not-Related
"The patient was diagnosed and treated for Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), a syndrome of fever, rash, and internal organ involvement secondary to medication administration.",0,Not-Related
"CONCLUSIONS: Patients most commonly affected by ICD, such as pathologic gambling and hypersexuality, are males who develop PD at a younger age, and those with a previous history of mood disorder, alcohol abuse, or obsessive-compulsive disorder.",0,Not-Related
We report here a case of delirium that occurred after discontinuation of glucocorticoid therapy.,0,Not-Related
Pregnancy limits the therapeutic options for managing thrombocytopenia which occurs in 5% of patients on heparin.,0,Not-Related
"CONCLUSIONS: This phenomenon of sudden vitritis after KPro, with few other symptoms and with complete recovery, would be uncharacteristic of a bacterial endophthalmitis.",0,Not-Related
"We describe a 49-year-old woman who presented in 2002 with pure red cell aplasia (PRCA), systemic lupus erythematosus (SLE), and idiopathic portal hypertension (IPH) that developed following a thymectomy.",0,Not-Related
"The authors report a case of severe lactic acidosis in a 3-year-old boy, after 20 days of total parenteral nutrition without vitamin supplementation.",0,Not-Related
"We present a case of carbamazepine intoxication, successfully treated with three hours of high-flux haemodialysis.",0,Not-Related
Nummular headache: a series with symptomatic and primary cases.,0,Not-Related
"The final diagnosis in each of these patients was drug-induced pneumonitis, which responded to treatment with corticosteroids.",0,Not-Related
"CASE SUMMARY: A 45-year-old white man with a history of hypertension and gout was treated with losartan/hydrochlorothiazide, allopurinol, and colchicine.",0,Not-Related
It helps to reduce the serious toxic side effects of calcineurin inhibitors (CNIs).,0,Not-Related
Possible drug interaction between warfarin and combination of levamisole and fluorouracil.,0,Not-Related
"Because recombinant human granulocyte colony-stimulating factor (G-CSF) has been reported to increase the sensitivity of acute myelogenous leukemia (AML) blast cells to cytosine arabinoside (Ara-C) in vitro, we treated a patient with refractory AML with an Ara-C-based regimen in combination with G-CSF (G-CSF/Ara-C therapy).",0,Not-Related
"In both cases, healing began a few days after moxifloxacin was discontinued, and topical gatifloxacin and corticosteroids were initiated.",0,Not-Related
"To the best of our knowledge, this is the first report from Japan about contact dermatitis caused by this medication.",0,Not-Related
Cushing's syndrome persisted more than 6 months while TCA concentrations remained detectable for at least 80 days.,1,Related
"In addition to glomerulonephritis and a butterfly rash, previously negative tests for antinuclear, anti-dsDNA and anti-Sm antibodies became positive.",0,Not-Related
"Idiosyncratic factors involving vasopressin receptor affinity and distribution, vasopressin-associated vasodilation in some vascular beds, and the effect of vasopressin on the renin-angiotensin system may further contribute to impaired tissue perfusion.",1,Related
"In view of our experience in the present case, it should be stressed that close monitoring of coagulation capacity is necessary in critically ill patients in order to avoid fatal haemorrhage after initiating warfarin therapy regardless of the dosage.",1,Related
Pelvic dyskinesia with an outstanding response to tetrabenazine.,0,Not-Related
"One explanation for the noted increase in the theophylline level is that metabolism occurs mainly by cytochrome P450 (CYP 1A2), an enzyme that is known to be inhibited with high concentrations of zafirlukast.",1,Related
Ocular toxicity by latex of Calotropis procera (Sodom apple).,0,Not-Related
CCBs should be considered in the treatment of 5-FU or capecitabine-induced headaches.,1,Related
The authors describe three patients who developed a blue toe syndrome after initiation of oral anticoagulant therapy.,0,Not-Related
Tardive dyskinesia induced by sulpiride.,1,Related
"Within 24 h of pulse therapy, they complained of palpitations and developed atrial fibrillation which reversed spontaneously or after anti-arrhythmic therapy.",0,Not-Related
METHODS: Case report RESULTS: A patient presented after two weeks of unsuccessful treatment of a corneal ulcer in her right eye.,0,Not-Related
Recurrences of hiccups have responded to increases in baclofen dosage.,0,Not-Related
"Small doses of smoked cannabis may improve pain, mood and sleep in some patients with chronic pain.",0,Not-Related
"During intensive care, including steroid-pulse therapy, the patient developed rapidly progressive anemia caused by active bleeding from his small intestine, resulting in resection of 20 cm of ileum.",0,Not-Related
"The lymphoma presented with pleural effusions, mediastinal and cervical adenopathy, and no gastrointestinal lesion.",0,Not-Related
"Patient 1, a 21-month-old boy, started to cough and developed tachypnea, sternal retractions and mild cyanosis immediately after aspiration.",0,Not-Related
Discontinuation of simvastatin and cyclosporine resulted in resolution of rhabdomyolysis and normalization of renal function.,1,Related
Treatment of chromoblastomycosis due to Fonsecaea pedrosoi with low-dose terbinafine.,0,Not-Related
